"",gene_set,over_represented_pvalue,under_represented_pvalue,numSIGInCat,numInCat,SIGgene_ensembl,SIGgene_symbol,All_gene_ensembl,All_gene_symbol,Ave_value_all_gene
"663",GO_INCLUSION_BODY_ASSEMBLY,0.360841819475047,0.873152804318846,2,19,ENSG00000168066|ENSG00000185345,SF1|PRKN,ENSG00000062485|ENSG00000087191|ENSG00000094631|ENSG00000099804|ENSG00000105993|ENSG00000108395|ENSG00000110171|ENSG00000110711|ENSG00000120885|ENSG00000135924|ENSG00000137642|ENSG00000151835|ENSG00000151929|ENSG00000165280|ENSG00000168066|ENSG00000185122|ENSG00000185345|ENSG00000186868|ENSG00000198887,CS|PSMC5|HDAC6|CDC34|DNAJB6|TRIM37|TRIM3|AIP|CLU|DNAJB2|SORL1|SACS|BAG3|VCP|SF1|HSF1|PRKN|MAPT|SMC5,5.63157894736842
"664",GO_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION,0.361003868206153,0.83804469141975,3,33,ENSG00000151150|ENSG00000168066|ENSG00000196338,ANK3|SF1|NLGN3,ENSG00000062485|ENSG00000100600|ENSG00000105662|ENSG00000110711|ENSG00000118260|ENSG00000124214|ENSG00000128829|ENSG00000132669|ENSG00000133216|ENSG00000142192|ENSG00000143375|ENSG00000144895|ENSG00000147255|ENSG00000151150|ENSG00000154146|ENSG00000156642|ENSG00000158528|ENSG00000161011|ENSG00000162433|ENSG00000162736|ENSG00000162924|ENSG00000167085|ENSG00000168066|ENSG00000168824|ENSG00000169083|ENSG00000172137|ENSG00000189056|ENSG00000196338|ENSG00000196549|ENSG00000196712|ENSG00000204305|ENSG00000215021|ENSG00000251322,CS|LGMN|CRTC1|AIP|CREB1|STAU1|EIF2AK4|RIN2|EPHB2|APP|CGN|EIF2A|IGSF1|ANK3|NRGN|NPTN|PPP1R9A|SQSTM1|AK4|NCSTN|REL|PHB|SF1|NSG1|AR|CALB2|RELN|NLGN3|MME|NF1|AGER|PHB2|SHANK3,5.51515151515152
"665",GO_MITOCHONDRIAL_RNA_PROCESSING,0.361028751202118,0.874013497387659,2,17,ENSG00000104907|ENSG00000135297,TRMT1|MTO1,ENSG00000006744|ENSG00000026103|ENSG00000043514|ENSG00000072506|ENSG00000072756|ENSG00000101391|ENSG00000104907|ENSG00000135297|ENSG00000136270|ENSG00000138035|ENSG00000143622|ENSG00000156502|ENSG00000164885|ENSG00000164896|ENSG00000166278|ENSG00000171103|ENSG00000177192,ELAC2|FAS|TRIT1|HSD17B10|TRNT1|CDK5RAP1|TRMT1|MTO1|TBRG4|PNPT1|RIT1|SUPV3L1|CDK5|FASTK|C2|TRMT61B|PUS1,6.58823529411765
"666",GO_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA,0.361141149651967,0.815075932850794,4,48,ENSG00000078018|ENSG00000134744|ENSG00000160710|ENSG00000196498,MAP2|TUT4|ADAR|NCOR2,ENSG00000042832|ENSG00000055917|ENSG00000078018|ENSG00000083223|ENSG00000084073|ENSG00000087087|ENSG00000092847|ENSG00000100403|ENSG00000100697|ENSG00000105364|ENSG00000108654|ENSG00000113360|ENSG00000114999|ENSG00000116918|ENSG00000117751|ENSG00000122299|ENSG00000122566|ENSG00000123908|ENSG00000126070|ENSG00000126934|ENSG00000128191|ENSG00000128309|ENSG00000134644|ENSG00000134698|ENSG00000134744|ENSG00000135482|ENSG00000136448|ENSG00000136937|ENSG00000137275|ENSG00000138798|ENSG00000138814|ENSG00000139546|ENSG00000141027|ENSG00000141510|ENSG00000160710|ENSG00000163877|ENSG00000165819|ENSG00000167720|ENSG00000169032|ENSG00000169083|ENSG00000170365|ENSG00000174444|ENSG00000175387|ENSG00000180228|ENSG00000196498|ENSG00000196839|ENSG00000198917|ENSG00000211460,TG|PUM2|MAP2|TUT7|ZMPSTE24|SRRT|AGO1|ZC3H7B|DICER1|MRPL4|DDX5|DROSHA|TTL|TSNAX|PPP1R8|ZC3H7A|HNRNPA2B1|AGO2|AGO3|MAP2K2|DGCR8|MPST|PUM1|AGO4|TUT4|ZC3H10|NMT1|NCBP1|RIPK1|EGF|PPP3CA|TARBP2|NCOR1|TP53|ADAR|SNIP1|METTL3|SRR|MAP2K1|AR|SMAD1|RPL4|SMAD2|PRKRA|NCOR2|ADA|SPOUT1|TSN,5.625
"667",GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION,0.362155997017389,0.81339500340627,4,57,ENSG00000102882|ENSG00000105483|ENSG00000147650|ENSG00000168066,MAPK3|CARD8|LRP12|SF1,ENSG00000022556|ENSG00000042832|ENSG00000048649|ENSG00000056736|ENSG00000062485|ENSG00000065427|ENSG00000067606|ENSG00000069482|ENSG00000070182|ENSG00000073150|ENSG00000077238|ENSG00000084774|ENSG00000088888|ENSG00000089041|ENSG00000100030|ENSG00000100219|ENSG00000101311|ENSG00000102882|ENSG00000104312|ENSG00000104518|ENSG00000105483|ENSG00000107201|ENSG00000108654|ENSG00000111640|ENSG00000111667|ENSG00000112062|ENSG00000113811|ENSG00000116815|ENSG00000117000|ENSG00000122133|ENSG00000123384|ENSG00000126456|ENSG00000130881|ENSG00000135829|ENSG00000147650|ENSG00000151422|ENSG00000156515|ENSG00000161905|ENSG00000163702|ENSG00000168066|ENSG00000168961|ENSG00000169083|ENSG00000174842|ENSG00000174953|ENSG00000175354|ENSG00000177663|ENSG00000182149|ENSG00000182985|ENSG00000185386|ENSG00000196083|ENSG00000197122|ENSG00000197971|ENSG00000198125|ENSG00000198794|ENSG00000204305|ENSG00000221926|ENSG00000240972,NLRP2|TG|RSF1|IL17RB|CS|KARS|PRKCZ|GAL|SPTB|PANX2|IL4R|CAD|MAVS|P2RX7|MAPK1|XBP1|FERMT1|MAPK3|RIPK2|GSDMD|CARD8|DDX58|DDX5|GAPDH|USP5|MAPK14|SELENOK|CD58|RLF|PAEP|LRP1|IRF3|LRP3|DHX9|LRP12|FER|HK1|ALOX15|IL17RC|SF1|LGALS9|AR|GLMN|DHX36|PTPN2|IL17RA|IST1|CADM1|MAPK11|IL1RAP|SRC|MBP|MB|SCAMP5|AGER|TRIM16|MIF,4.63157894736842
"668",GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT,0.362592650505725,0.869898504676387,2,26,ENSG00000078018|ENSG00000168066,MAP2|SF1,ENSG00000048649|ENSG00000064687|ENSG00000078018|ENSG00000080815|ENSG00000089041|ENSG00000100219|ENSG00000105722|ENSG00000108984|ENSG00000113966|ENSG00000115839|ENSG00000124406|ENSG00000132872|ENSG00000135124|ENSG00000136854|ENSG00000141655|ENSG00000147155|ENSG00000162924|ENSG00000163932|ENSG00000167721|ENSG00000168066|ENSG00000169083|ENSG00000169230|ENSG00000183044|ENSG00000184381|ENSG00000198420|ENSG00000240972,RSF1|ABCA7|MAP2|PSEN1|P2RX7|XBP1|ERF|MAP2K6|ARL6|RAB3GAP1|ATP8A1|SYT4|P2RX4|STXBP1|TNFRSF11A|EBP|REL|PRKCD|TSR1|SF1|AR|PRELID1|ABAT|PLA2G6|TCAF1|MIF,4.03846153846154
"669",GO_PROTEIN_CONTAINING_COMPLEX_REMODELING,0.36304371278537,0.929842522305772,1,12,ENSG00000073060,SCARB1,ENSG00000073060|ENSG00000105220|ENSG00000105856|ENSG00000127472|ENSG00000146070|ENSG00000153767|ENSG00000154265|ENSG00000160179|ENSG00000166278|ENSG00000169083|ENSG00000173599|ENSG00000188257,SCARB1|GPI|HBP1|PLA2G5|PLA2G7|GTF2E1|ABCA5|ABCG1|C2|AR|PC|PLA2G2A,3
"670",GO_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE,0.363621200923886,0.834311146684678,3,46,ENSG00000159685|ENSG00000170004|ENSG00000241878,CHCHD6|CHD3|PISD,ENSG00000006530|ENSG00000007923|ENSG00000050393|ENSG00000060762|ENSG00000075415|ENSG00000087299|ENSG00000100075|ENSG00000106554|ENSG00000106603|ENSG00000113924|ENSG00000124177|ENSG00000125454|ENSG00000126768|ENSG00000132305|ENSG00000133028|ENSG00000133983|ENSG00000134375|ENSG00000136770|ENSG00000141385|ENSG00000143224|ENSG00000144120|ENSG00000153922|ENSG00000155008|ENSG00000155463|ENSG00000156026|ENSG00000159685|ENSG00000163626|ENSG00000164466|ENSG00000165060|ENSG00000166260|ENSG00000166278|ENSG00000170004|ENSG00000171503|ENSG00000173085|ENSG00000173436|ENSG00000173599|ENSG00000174917|ENSG00000178307|ENSG00000183172|ENSG00000184831|ENSG00000197912|ENSG00000198814|ENSG00000204152|ENSG00000229833|ENSG00000241878|ENSG00000250479,AGK|DNAJC11|MCUR1|MPC1|SLC25A3|L2HGDH|SLC25A1|CHCHD3|COA1|HGD|CHD6|SLC25A19|TIMM17B|IMMT|SCO1|COX16|TIMM17A|DNAJC1|AFG3L2|PPOX|TMEM177|CHD1|APOOL|OXA1L|MCU|CHCHD6|COX18|SFXN1|FXN|COX11|C2|CHD3|ETFDH|COQ2|MICOS10|PC|MICOS13|TMEM11|SMDT1|APOO|SPG7|GK|TIMM23B|PET100|PISD|CHCHD10,3.93478260869565
"671",GO_POSITIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,0.363694307605036,0.869223397767431,2,26,ENSG00000151150|ENSG00000196338,ANK3|NLGN3,ENSG00000042832|ENSG00000106245|ENSG00000109670|ENSG00000111832|ENSG00000116288|ENSG00000124151|ENSG00000125686|ENSG00000133216|ENSG00000138798|ENSG00000142192|ENSG00000146918|ENSG00000147133|ENSG00000150093|ENSG00000151150|ENSG00000151694|ENSG00000162924|ENSG00000163235|ENSG00000164885|ENSG00000167085|ENSG00000169083|ENSG00000171132|ENSG00000189056|ENSG00000196338|ENSG00000196839|ENSG00000215021|ENSG00000251322,TG|BUD31|FBXW7|RWDD1|PARK7|NCOA3|MED1|EPHB2|EGF|APP|NCAPG2|TAF1|ITGB1|ANK3|ADAM17|REL|TGFA|CDK5|PHB|AR|PRKCE|RELN|NLGN3|ADA|PHB2|SHANK3,4.07692307692308
"672",GO_NEUROEPITHELIAL_CELL_DIFFERENTIATION,0.364721971865597,0.868168524873697,2,28,ENSG00000138795|ENSG00000185010,LEF1|F8,ENSG00000007168|ENSG00000033867|ENSG00000038382|ENSG00000077782|ENSG00000095397|ENSG00000100106|ENSG00000101384|ENSG00000103876|ENSG00000104413|ENSG00000107949|ENSG00000108641|ENSG00000109062|ENSG00000125845|ENSG00000138795|ENSG00000138802|ENSG00000142168|ENSG00000143951|ENSG00000147155|ENSG00000148400|ENSG00000157601|ENSG00000166278|ENSG00000168214|ENSG00000173599|ENSG00000180900|ENSG00000184154|ENSG00000184916|ENSG00000185010|ENSG00000205084,PAFAH1B1|SLC4A7|TRIO|FGFR1|WHRN|TRIOBP|JAG1|FAH|ESRP1|BCCIP|B9D1|SLC9A3R1|BMP2|LEF1|SEC24B|SOD1|WDPCP|EBP|NOTCH1|MX1|C2|RBPJ|PC|SCRIB|LRTOMT|JAG2|F8|TMEM231,3.78571428571429
"673",GO_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,0.366499168341892,0.870198488140099,2,18,ENSG00000054118|ENSG00000099622,THRAP3|CIRBP,ENSG00000054118|ENSG00000071626|ENSG00000099622|ENSG00000100603|ENSG00000102034|ENSG00000102317|ENSG00000104852|ENSG00000110107|ENSG00000110713|ENSG00000126351|ENSG00000136527|ENSG00000136937|ENSG00000137710|ENSG00000147274|ENSG00000163435|ENSG00000164548|ENSG00000170835|ENSG00000213516,THRAP3|DAZAP1|CIRBP|SNW1|ELF4|RBM3|SNRNP70|PRPF19|NUP98|THRA|TRA2B|NCBP1|RDX|RBMX|ELF3|TRA2A|CEL|RBMXL1,6.11111111111111
"674",GO_MANNOSYLTRANSFERASE_ACTIVITY,0.367635279966959,0.868616859571153,2,20,ENSG00000130714|ENSG00000156162,POMT1|DPY19L4,ENSG00000000419|ENSG00000009830|ENSG00000033011|ENSG00000069943|ENSG00000086848|ENSG00000119523|ENSG00000125247|ENSG00000130714|ENSG00000132581|ENSG00000136908|ENSG00000139324|ENSG00000156162|ENSG00000159063|ENSG00000166278|ENSG00000173852|ENSG00000178904|ENSG00000179104|ENSG00000182858|ENSG00000214160|ENSG00000253710,DPM1|POMT2|ALG1|PIGB|ALG9|ALG2|TMTC4|POMT1|SDF2|DPM2|TMTC3|DPY19L4|ALG8|C2|DPY19L1|DPY19L3|TMTC2|ALG12|ALG3|ALG11,5.4
"675",GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE,0.367960665926579,0.781203306949404,6,73,ENSG00000054654|ENSG00000078018|ENSG00000104164|ENSG00000140983|ENSG00000157823|ENSG00000168066,SYNE2|MAP2|BLOC1S6|RHOT2|AP3S2|SF1,ENSG00000004455|ENSG00000007168|ENSG00000015285|ENSG00000021574|ENSG00000047579|ENSG00000054523|ENSG00000054654|ENSG00000062485|ENSG00000065000|ENSG00000067606|ENSG00000070718|ENSG00000070831|ENSG00000072864|ENSG00000075945|ENSG00000078018|ENSG00000084731|ENSG00000091483|ENSG00000100242|ENSG00000100644|ENSG00000101350|ENSG00000103723|ENSG00000103876|ENSG00000104164|ENSG00000106992|ENSG00000107863|ENSG00000112290|ENSG00000115993|ENSG00000124333|ENSG00000126756|ENSG00000126858|ENSG00000127980|ENSG00000129250|ENSG00000130294|ENSG00000130479|ENSG00000131437|ENSG00000132256|ENSG00000135127|ENSG00000135441|ENSG00000137177|ENSG00000138069|ENSG00000138095|ENSG00000138101|ENSG00000140983|ENSG00000142655|ENSG00000143553|ENSG00000146833|ENSG00000147642|ENSG00000151746|ENSG00000157823|ENSG00000163462|ENSG00000163820|ENSG00000164828|ENSG00000166579|ENSG00000168066|ENSG00000169083|ENSG00000170759|ENSG00000173805|ENSG00000174197|ENSG00000174871|ENSG00000175582|ENSG00000177879|ENSG00000181789|ENSG00000182326|ENSG00000182606|ENSG00000185009|ENSG00000185896|ENSG00000186868|ENSG00000188428|ENSG00000188603|ENSG00000188807|ENSG00000197102|ENSG00000197386|ENSG00000198836,AK2|PAFAH1B1|WAS|SPAST|DTNBP1|KIF1B|SYNE2|CS|AP3D1|PRKCZ|AP3M2|CDC42|NDE1|KIFAP3|MAP2|KIF3C|FH|SUN2|HIF1A|KIF3B|AP3B2|FAH|BLOC1S6|AK1|ARHGAP21|WASF1|TRAK2|VAMP7|UXT|RHOT1|PEX1|KIF1C|KIF1A|MAP1S|KIF3A|TRIM5|BICDL1|BLOC1S1|KIF13A|RAB1A|LRPPRC|DTNB|RHOT2|PEX14|SNAPIN|TRIM4|SYBU|BICD1|AP3S2|TRIM46|FYCO1|SUN1|NDEL1|SF1|AR|KIF5B|HAP1|MGA|CNIH2|RAB6A|AP3S1|COPG1|C1S|TRAK1|AP3M1|LAMP1|MAPT|BLOC1S5|CLN3|TMEM201|DYNC1H1|HTT|OPA1,6.01369863013699
"676",GO_REGULATION_OF_OSSIFICATION,0.368466238155572,0.779753572817712,6,91,ENSG00000031823|ENSG00000102882|ENSG00000164188|ENSG00000168066|ENSG00000168646|ENSG00000173153,RANBP3|MAPK3|RANBP3L|SF1|AXIN2|ESRRA,ENSG00000017427|ENSG00000031823|ENSG00000042832|ENSG00000061273|ENSG00000062485|ENSG00000066468|ENSG00000068024|ENSG00000071553|ENSG00000072062|ENSG00000084073|ENSG00000087460|ENSG00000089041|ENSG00000090539|ENSG00000094975|ENSG00000100030|ENSG00000100644|ENSG00000101265|ENSG00000101384|ENSG00000102393|ENSG00000102882|ENSG00000105656|ENSG00000107779|ENSG00000108654|ENSG00000109906|ENSG00000111676|ENSG00000112062|ENSG00000113658|ENSG00000115170|ENSG00000115738|ENSG00000116761|ENSG00000120899|ENSG00000122966|ENSG00000125845|ENSG00000126804|ENSG00000128309|ENSG00000128602|ENSG00000128791|ENSG00000130529|ENSG00000131650|ENSG00000131873|ENSG00000132341|ENSG00000133895|ENSG00000134352|ENSG00000136068|ENSG00000137203|ENSG00000137834|ENSG00000138696|ENSG00000138756|ENSG00000147155|ENSG00000148400|ENSG00000151014|ENSG00000160712|ENSG00000162337|ENSG00000162496|ENSG00000164066|ENSG00000164188|ENSG00000164190|ENSG00000164199|ENSG00000166333|ENSG00000166548|ENSG00000167720|ENSG00000168036|ENSG00000168066|ENSG00000168214|ENSG00000168646|ENSG00000168743|ENSG00000169083|ENSG00000169398|ENSG00000169884|ENSG00000170365|ENSG00000173153|ENSG00000173599|ENSG00000174306|ENSG00000175054|ENSG00000177119|ENSG00000178307|ENSG00000178585|ENSG00000180694|ENSG00000182149|ENSG00000183337|ENSG00000183762|ENSG00000184304|ENSG00000185630|ENSG00000185920|ENSG00000187764|ENSG00000188064|ENSG00000188554|ENSG00000196923|ENSG00000196924|ENSG00000198742|ENSG00000204217,IGF1|RANBP3|TG|HDAC7|CS|FGFR2|HDAC4|ATP6AP1|PRKACA|ZMPSTE24|GNAS|P2RX7|CHRD|SUCO|MAPK1|HIF1A|RASSF2|JAG1|GLA|MAPK3|ELL|BMPR1A|DDX5|ZBTB16|ATN1|MAPK14|SMAD5|ACVR1|ID2|CTH|PTK2B|CIT|BMP2|ZBTB1|MPST|SMO|TWSG1|TRPM4|KREMEN2|CHSY1|RAN|MEN1|IL6ST|FLNB|TFAP2A|SMAD6|BMPR1B|BMP2K|EBP|NOTCH1|NOCT|IL6R|LRP5|DHRS3|INTU|RANBP3L|NIPBL|ADGRV1|ILK|TK2|SRR|CTNNB1|SF1|RBPJ|AXIN2|NPNT|AR|PTK2|WNT10B|SMAD1|ESRRA|PC|ZHX3|ATR|ANO6|TMEM11|CTNNBIP1|TMEM64|IST1|BCOR|KREMEN1|PRKD1|PBX1|PTCH1|SEMA4D|WNT7B|NBR1|PDLIM7|FLNA|SMURF1|BMPR2,4.69230769230769
"677",GO_GROWTH_FACTOR_ACTIVITY,0.369073363090047,0.83008517652347,3,50,ENSG00000156860|ENSG00000168066|ENSG00000185010,FBRS|SF1|F8,ENSG00000017427|ENSG00000025708|ENSG00000029725|ENSG00000030582|ENSG00000042832|ENSG00000049130|ENSG00000062485|ENSG00000070388|ENSG00000095752|ENSG00000101384|ENSG00000105220|ENSG00000110492|ENSG00000112715|ENSG00000113070|ENSG00000113296|ENSG00000113525|ENSG00000114646|ENSG00000117691|ENSG00000125845|ENSG00000129682|ENSG00000131187|ENSG00000135414|ENSG00000138798|ENSG00000139372|ENSG00000143321|ENSG00000145050|ENSG00000145431|ENSG00000145723|ENSG00000151422|ENSG00000156860|ENSG00000160712|ENSG00000163235|ENSG00000164823|ENSG00000166503|ENSG00000167775|ENSG00000168066|ENSG00000168487|ENSG00000169083|ENSG00000169752|ENSG00000173511|ENSG00000177548|ENSG00000184916|ENSG00000185010|ENSG00000185267|ENSG00000185737|ENSG00000196839|ENSG00000197045|ENSG00000197461|ENSG00000198125|ENSG00000261857,IGF1|TYMP|RABEP1|GRN|TG|KITLG|CS|FGF22|IL11|JAG1|GPI|MDK|VEGFA|HBEGF|THBS4|IL5|CSPG5|NENF|BMP2|FGF13|F12|GDF11|EGF|TDG|HDGF|MANF|PDGFC|GIN1|FER|FBRS|IL6R|TGFA|OSGIN2|HDGFL3|CD320|SF1|BMP1|AR|NRG4|VEGFB|RABEP2|JAG2|F8|CDNF|NRG3|ADA|GMFB|PDGFA|MB|MIA,3.54
"678",GO_REGULATION_OF_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA,0.369118189712261,0.869737027367824,2,16,ENSG00000078018|ENSG00000196498,MAP2|NCOR2,ENSG00000042832|ENSG00000078018|ENSG00000084073|ENSG00000108654|ENSG00000126934|ENSG00000128309|ENSG00000135482|ENSG00000137275|ENSG00000138798|ENSG00000138814|ENSG00000139546|ENSG00000141027|ENSG00000141510|ENSG00000169032|ENSG00000169083|ENSG00000196498,TG|MAP2|ZMPSTE24|DDX5|MAP2K2|MPST|ZC3H10|RIPK1|EGF|PPP3CA|TARBP2|NCOR1|TP53|MAP2K1|AR|NCOR2,7.375
"679",GO_SULFURIC_ESTER_HYDROLASE_ACTIVITY,0.369186192454905,0.926415336548053,1,14,ENSG00000010404,IDS,ENSG00000006756|ENSG00000010404|ENSG00000069482|ENSG00000100299|ENSG00000113273|ENSG00000135677|ENSG00000137573|ENSG00000141012|ENSG00000141337|ENSG00000164291|ENSG00000169083|ENSG00000180801|ENSG00000181523|ENSG00000196562,ARSD|IDS|GAL|ARSA|ARSB|GNS|SULF1|GALNS|ARSG|ARSK|AR|ARSJ|SGSH|SULF2,2.57142857142857
"680",GO_COPPER_ION_TRANSPORT,0.369755229772486,0.92750682652444,1,11,ENSG00000115107,STEAP3,ENSG00000004478|ENSG00000110911|ENSG00000115107|ENSG00000119929|ENSG00000123191|ENSG00000133028|ENSG00000136868|ENSG00000138495|ENSG00000157214|ENSG00000165240|ENSG00000177556,FKBP4|SLC11A2|STEAP3|CUTC|ATP7B|SCO1|SLC31A1|COX17|STEAP2|ATP7A|ATOX1,3.45454545454545
"681",GO_INTERLEUKIN_4_PRODUCTION,0.369784168721524,0.926155360306121,1,14,ENSG00000138795,LEF1,ENSG00000049768|ENSG00000067606|ENSG00000069482|ENSG00000130881|ENSG00000131507|ENSG00000138795|ENSG00000147155|ENSG00000148400|ENSG00000168214|ENSG00000168961|ENSG00000169083|ENSG00000179588|ENSG00000188372|ENSG00000196083,FOXP3|PRKCZ|GAL|LRP3|NDFIP1|LEF1|EBP|NOTCH1|RBPJ|LGALS9|AR|ZFPM1|ZP3|IL1RAP,2.57142857142857
"682",GO_ACTIN_NUCLEATION,0.369811003077529,0.830840370765145,3,39,ENSG00000130429|ENSG00000156232|ENSG00000168066,ARPC1B|WHAMM|SF1,ENSG00000015285|ENSG00000061676|ENSG00000087842|ENSG00000100151|ENSG00000111229|ENSG00000112144|ENSG00000112290|ENSG00000115091|ENSG00000126522|ENSG00000127946|ENSG00000130429|ENSG00000130787|ENSG00000133627|ENSG00000134278|ENSG00000137478|ENSG00000138071|ENSG00000138443|ENSG00000138660|ENSG00000143761|ENSG00000145703|ENSG00000148180|ENSG00000152409|ENSG00000156232|ENSG00000160691|ENSG00000163466|ENSG00000166278|ENSG00000168066|ENSG00000169083|ENSG00000171475|ENSG00000172725|ENSG00000173599|ENSG00000181404|ENSG00000196405|ENSG00000197045|ENSG00000204713|ENSG00000204991|ENSG00000241553|ENSG00000241685|ENSG00000254999,WAS|NCKAP1|PIR|PICK1|ARPC3|ICK|WASF1|ACTR3|ASL|HIP1|ARPC1B|HIP1R|ACTR3B|SPIRE1|FCHSD2|ACTR2|ABI2|AP1AR|ARF1|IQGAP2|GSN|JMY|WHAMM|SHC1|ARPC2|C2|SF1|AR|WIPF2|CORO1B|PC|WASHC1|EVL|GMFB|TRIM27|SPIRE2|ARPC4|ARPC1A|BRK1,4.7948717948718
"683",GO_LONG_TERM_SYNAPTIC_POTENTIATION,0.369989472959705,0.807611540321673,4,56,ENSG00000151150|ENSG00000168066|ENSG00000169057|ENSG00000196338,ANK3|SF1|MECP2|NLGN3,ENSG00000029534|ENSG00000047410|ENSG00000062485|ENSG00000067606|ENSG00000074621|ENSG00000096433|ENSG00000100030|ENSG00000100600|ENSG00000100968|ENSG00000103496|ENSG00000105662|ENSG00000108852|ENSG00000110711|ENSG00000118260|ENSG00000120899|ENSG00000124214|ENSG00000128829|ENSG00000132669|ENSG00000133216|ENSG00000135919|ENSG00000142192|ENSG00000143375|ENSG00000143740|ENSG00000144895|ENSG00000145362|ENSG00000147255|ENSG00000151150|ENSG00000154146|ENSG00000156642|ENSG00000157764|ENSG00000158528|ENSG00000161011|ENSG00000161509|ENSG00000162105|ENSG00000162433|ENSG00000162736|ENSG00000162924|ENSG00000166278|ENSG00000166548|ENSG00000166900|ENSG00000167085|ENSG00000168066|ENSG00000168824|ENSG00000169057|ENSG00000169083|ENSG00000169220|ENSG00000169398|ENSG00000171862|ENSG00000172137|ENSG00000189056|ENSG00000196338|ENSG00000196549|ENSG00000196712|ENSG00000204305|ENSG00000215021|ENSG00000251322,ANK1|TPR|CS|PRKCZ|SLC24A1|ITPR3|MAPK1|LGMN|NFATC4|STX4|CRTC1|MPP2|AIP|CREB1|PTK2B|STAU1|EIF2AK4|RIN2|EPHB2|SERPINE2|APP|CGN|SNAP47|EIF2A|ANK2|IGSF1|ANK3|NRGN|NPTN|BRAF|PPP1R9A|SQSTM1|GRIN2C|SHANK2|AK4|NCSTN|REL|C2|TK2|STX3|PHB|SF1|NSG1|MECP2|AR|RGS14|PTK2|PTEN|CALB2|RELN|NLGN3|MME|NF1|AGER|PHB2|SHANK3,4.71428571428571
"684",GO_MUSCLE_FIBER_DEVELOPMENT,0.36999062839778,0.864707279475979,2,29,ENSG00000007402|ENSG00000183091,CACNA2D2|NEB,ENSG00000007402|ENSG00000049883|ENSG00000068024|ENSG00000078114|ENSG00000084073|ENSG00000101605|ENSG00000111913|ENSG00000112715|ENSG00000113141|ENSG00000118513|ENSG00000124006|ENSG00000127948|ENSG00000128309|ENSG00000128602|ENSG00000138798|ENSG00000138814|ENSG00000141385|ENSG00000147439|ENSG00000154639|ENSG00000162430|ENSG00000163069|ENSG00000166278|ENSG00000167196|ENSG00000169884|ENSG00000173599|ENSG00000183091|ENSG00000185482|ENSG00000187848|ENSG00000197993,CACNA2D2|PTCD2|HDAC4|NEBL|ZMPSTE24|MYOM1|RIPOR2|VEGFA|IK|MYB|OBSL1|POR|MPST|SMO|EGF|PPP3CA|AFG3L2|BIN3|CXADR|SELENON|SGCB|C2|FBXO22|WNT10B|PC|NEB|STAC3|P2RX2|KEL,3.6551724137931
"685",GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS,0.37031506891076,0.863851588079301,2,33,ENSG00000107263|ENSG00000134470,RAPGEF1|IL15RA,ENSG00000042832|ENSG00000047410|ENSG00000061676|ENSG00000064687|ENSG00000069974|ENSG00000079805|ENSG00000107263|ENSG00000116473|ENSG00000123384|ENSG00000132170|ENSG00000134072|ENSG00000134470|ENSG00000136044|ENSG00000138448|ENSG00000140545|ENSG00000142168|ENSG00000142192|ENSG00000149177|ENSG00000159842|ENSG00000166278|ENSG00000166402|ENSG00000168394|ENSG00000169083|ENSG00000169223|ENSG00000177119|ENSG00000179348|ENSG00000183087|ENSG00000185303|ENSG00000186716|ENSG00000196535|ENSG00000196776|ENSG00000198053|ENSG00000198125,TG|TPR|NCKAP1|ABCA7|RAB27A|DNM2|RAPGEF1|RAP1A|LRP1|PPARG|CAMK1|IL15RA|APPL2|ITGAV|MFGE8|SOD1|APP|PTPRJ|ABR|C2|TUB|TAP1|AR|LMAN2|ANO6|GATA2|GAS6|SFTPA2|BCR|MYO18A|CD47|SIRPA|MB,3.24242424242424
"686",GO_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,0.372700468792779,0.864762380023383,2,22,ENSG00000168066|ENSG00000237441,SF1|RGL2,ENSG00000003402|ENSG00000004455|ENSG00000006712|ENSG00000078237|ENSG00000078369|ENSG00000110497|ENSG00000113161|ENSG00000120868|ENSG00000124523|ENSG00000140992|ENSG00000145349|ENSG00000151929|ENSG00000162909|ENSG00000166333|ENSG00000168066|ENSG00000169083|ENSG00000171862|ENSG00000185122|ENSG00000197442|ENSG00000198125|ENSG00000204569|ENSG00000237441,CFLAR|AK2|PAF1|TIGAR|GNB1|AMBRA1|HMGCR|APAF1|SIRT5|PDPK1|CAMK2D|BAG3|CAPN2|ILK|SF1|AR|PTEN|HSF1|MAP3K5|MB|PPP1R10|RGL2,5
