Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,Ethnicity,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,sex,SRA Study,tissue
SRR8670677,24,WGS,GCA_000001405.13,202,104163537150,NIBRI,PRJNA523380,SAMN10988351,Human,50013851168,SK-MEL-5,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",malignant_melanoma,metastasis,Caucasian,SRX5466703,Illumina HiSeq 2000,cell line,WGS-SKMEL5_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SKMEL5_SKIN,cell culture,female,SRP186687,skin
SRR8670678,65,WGS,GCA_000001405.13,173,134665127292,NA,PRJNA523380,SAMN10987781,Human,71222368907,SK-MES-1,BROAD INSTITUTE,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",carcinoma (squamous_cell_carcinoma),metastasis,Caucasian,SRX5466702,Illumina HiSeq 2000,cell line,WGS-SKMES1_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SKMES1_LUNG,cell culture,male,SRP186687,lung
SRR8670679,60,WGS,GCA_000001405.13,202,130403894266,NA,PRJNA523380,SAMN10988256,Human,59837500531,SK-MEL-2,BROAD INSTITUTE,public,"bam,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",malignant_melanoma,metastasis,Caucasian,SRX5466701,Illumina HiSeq 2000,cell line,WGS-SKMEL2_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SKMEL2_SKIN,cell culture,male,SRP186687,skin
SRR8670683,52,WGS,GCA_000001405.13,174,141541121038,ATCC:SK-HEP-1,PRJNA523380,SAMN10988022,Human,76313366628,SK-HEP-1,BROAD INSTITUTE,public,"bam,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5466697,Illumina HiSeq 2000,cell line,WGS-SKHEP1_LIVER,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SKHEP1_LIVER,cell culture,male,SRP186687,liver
SRR8670688,61,WGS,GCA_000001405.13,202,123696732120,ATCC:NCI-H446,PRJNA523380,SAMN10988349,Human,65926014194,NCI-H446,BROAD INSTITUTE,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5466692,Illumina HiSeq 2000,cell line,WGS-NCIH446_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH446_LUNG,cell culture,male,SRP186687,lung
SRR8670696,73,WGS,GCA_000001405.13,202,105127403986,ATCC:NCI-H596,PRJNA523380,SAMN10988026,Human,50880013217,NCI-H596,BROAD INSTITUTE,public,"bam,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",carcinoma (mixed_adenosquamous_carcinoma),primary,Caucasian,SRX5466684,Illumina HiSeq 2000,cell line,WGS-NCIH596_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH596_LUNG,cell culture,male,SRP186687,lung
SRR8670698,60,WGS,GCA_000001405.13,202,153262457474,ATCC:NIH:OVCAR-3,PRJNA523380,SAMN10987888,Human,75069413319,NIH:OVCAR-3,BROAD INSTITUTE,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",carcinoma,metastasis,Caucasian,SRX5466682,Illumina HiSeq 2000,cell line,WGS-NIHOVCAR3_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NIHOVCAR3_OVARY,cell culture,female,SRP186687,ovary
SRR8670701,55,WGS,GCA_000001405.13,202,124364178298,ATCC:NCI-H69,PRJNA523380,SAMN10988132,Human,61699598481,NCI-H69,BROAD INSTITUTE,public,"bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5466679,Illumina HiSeq 2000,cell line,WGS-NCIH69_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH69_LUNG,cell culture,male,SRP186687,lung
SRR8670705,51,WGS,GCA_000001405.13,202,122388074918,NA,PRJNA523380,SAMN10988536,Human,66867347918,NCI-H841,BROAD INSTITUTE,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5466675,Illumina HiSeq 2000,cell line,WGS-NCIH841_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH841_LUNG,cell culture,male,SRP186687,lung
SRR8670706,59,WGS,GCA_000001405.13,202,117806104474,ATCC:NCI-H838,PRJNA523380,SAMN10987750,Human,57682000992,NCI-H838,BROAD INSTITUTE,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",carcinoma (non_small_cell_carcinoma),metastasis,Caucasian,SRX5466674,Illumina HiSeq 2000,cell line,WGS-NCIH838_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH838_LUNG,cell culture,male,SRP186687,lung
SRR8670713,40,WGS,GCA_000001405.13,202,130723427562,NIBRI,PRJNA523380,SAMN10987943,Human,69558300787,SNU-423,BROAD INSTITUTE,public,"bam,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",carcinoma (hepatocellular_carcinoma),primary,Asian,SRX5466667,Illumina HiSeq 2000,cell line,WGS-SNU423_LIVER,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNU423_LIVER,cell culture,male,SRP186687,liver
SRR8670717,63,WGS,GCA_000001405.13,202,119024068322,ATCC:ZR-75-1,PRJNA523380,SAMN10988134,Human,60923898288,ZR-75-1,BROAD INSTITUTE,public,"bam,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",carcinoma (ductal_carcinoma),metastasis,Caucasian,SRX5466663,Illumina HiSeq 2000,cell line,WGS-ZR751_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,ZR751_BREAST,cell culture,female,SRP186687,breast
SRR8670721,15,WGS,GCA_000001405.13,202,136774157580,ATCC:U-2 OS,PRJNA523380,SAMN10987914,Human,80457449579,U-2 OS,BROAD INSTITUTE,public,"sra,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",osteosarcoma,primary,Caucasian,SRX5466659,Illumina HiSeq 2000,cell line,WGS-U2OS_BONE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,U2OS_BONE,cell culture,female,SRP186687,bone
SRR8670722,NA,WGS,GCA_000001405.13,202,115426523062,DSMZ:VM-CUB1,PRJNA523380,SAMN10988492,Human,58086902639,VM-CUB1,BROAD INSTITUTE,public,"bam,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",carcinoma (transitional_cell_carcinoma),primary,Caucasian,SRX5466658,Illumina HiSeq 2000,cell line,WGS-VMCUB1_URINARY_TRACT,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,VMCUB1_URINARY_TRACT,cell culture,male,SRP186687,urinary_tract
SRR8670727,42,WGS,GCA_000001405.13,202,123343807618,NIBRI,PRJNA523380,SAMN10987768,Human,60160436825,OVCAR-4,BROAD INSTITUTE,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",carcinoma,primary,Caucasian,SRX5466653,Illumina HiSeq 2000,cell line,WGS-OVCAR4_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OVCAR4_OVARY,cell culture,female,SRP186687,ovary
SRR8670728,56,WGS,GCA_000001405.13,202,131450360316,HSSRB,PRJNA523380,SAMN10988236,Human,68820225207,OVSAHO,BROAD INSTITUTE,public,"bam,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",carcinoma (adenocarcinoma),metastasis,Asian,SRX5466652,Illumina HiSeq 2000,cell line,WGS-OVSAHO_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OVSAHO_OVARY,cell culture,female,SRP186687,ovary
SRR8670729,NA,WGS,GCA_000001405.13,202,116562517532,Riken,PRJNA523380,SAMN10987740,Human,56253757690,OVK18,BROAD INSTITUTE,public,"bam,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",carcinoma (endometrioid_carcinoma),primary,Asian,SRX5466651,Illumina HiSeq 2000,cell line,WGS-OVK18_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OVK18_OVARY,cell culture,female,SRP186687,ovary
SRR8670742,2,WGS,GCA_000001405.13,202,124565639362,HSSRB,PRJNA523380,SAMN10988186,Human,67912706909,ONS-76,BROAD INSTITUTE,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",primitive_neuroectodermal_tumour-medulloblastoma,primary,Asian,SRX5466638,Illumina HiSeq 2000,cell line,WGS-ONS76_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,ONS76_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system
SRR8670743,56,WGS,GCA_000001405.13,202,120658974108,DSMZ:OPM-2,PRJNA523380,SAMN10988562,Human,68285437757,OPM-2,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",lymphoid_neoplasm (plasma_cell_myeloma),primary,Asian,SRX5466637,Illumina HiSeq 2000,cell line,WGS-OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8670750,NA,WGS,GCA_000001405.13,202,138264461262,HSRRB,PRJNA523380,SAMN10988207,Human,76775339059,SBC-5,BROAD INSTITUTE,public,"sra,bam","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Asian,SRX5466630,Illumina HiSeq 2000,cell line,WGS-SBC5_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SBC5_LUNG,cell culture,NA,SRP186687,lung
SRR8670751,28,WGS,GCA_000001405.13,202,107587053552,NA,PRJNA523380,SAMN10987605,Human,51357509232,RVH-421,BROAD INSTITUTE,public,"bam,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",malignant_melanoma,metastasis,Caucasian,SRX5466629,Illumina HiSeq 2000,cell line,WGS-RVH421_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,RVH421_SKIN,cell culture,male,SRP186687,skin
SRR8670753,61,WGS,GCA_000001405.13,202,111617013748,ATCC:RPMI 8226,PRJNA523380,SAMN10988318,Human,57743817356,RPMI 8226,BROAD INSTITUTE,public,"bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",lymphoid_neoplasm (plasma_cell_myeloma),primary,African_american,SRX5466627,Illumina HiSeq 2000,cell line,WGS-RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8670760,NA,WGS,GCA_000001405.13,202,148510532714,JCRB:RERF-LC-MS,PRJNA523380,SAMN10987805,Human,82292019649,RERF-LC-MS,BROAD INSTITUTE,public,"bam,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",carcinoma (non_small_cell_carcinoma),primary,Asian,SRX5466620,Illumina HiSeq 2000,cell line,WGS-RERFLCMS_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,RERFLCMS_LUNG,cell culture,NA,SRP186687,lung
SRR8670762,NA,WGS,GCA_000001405.13,202,137566098176,ATCC:RKO,PRJNA523380,SAMN10988176,Human,71528470217,RKO,BROAD INSTITUTE,public,"sra,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",carcinoma (adenocarcinoma),primary,African_american,SRX5466618,Illumina HiSeq 2000,cell line,WGS-RKO_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,RKO_LARGE_INTESTINE,cell culture,NA,SRP186687,large_intestine
SRR8670764,34,WGS,GCA_000001405.13,202,103312090182,NIBRI,PRJNA523380,SAMN10988355,Human,50359230385,RMG-I,BROAD INSTITUTE,public,"bam,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",carcinoma (clear_cell_carcinoma),primary,Asian,SRX5466616,Illumina HiSeq 2000,cell line,WGS-RMGI_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,RMGI_OVARY,cell culture,female,SRP186687,ovary
SRR8670766,37,WGS,GCA_000001405.13,202,113971583520,KCLB:SNU-407,PRJNA523380,SAMN10988068,Human,55216854869,SNU-407,BROAD INSTITUTE,public,"sra,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",carcinoma,metastasis,Asian,SRX5466614,Illumina HiSeq 2000,cell line,WGS-SNU407_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNU407_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8670770,44,WGS,GCA_000001405.13,202,143900475786,NIBRI,PRJNA523380,SAMN10988139,Human,79945006633,SNU-1,BROAD INSTITUTE,public,"sra,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",carcinoma (undifferentiated_adenocarcinoma),metastasis,Asian,SRX5466610,Illumina HiSeq 2000,cell line,WGS-SNU1_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNU1_STOMACH,cell culture,male,SRP186687,stomach
SRR8639196,61,WGS,GCA_000001405.13,202,105316169956,ATCC:Calu-6,PRJNA523380,SAMN10987791,Human,51153517823,Calu-6,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (undifferentiated_carcinoma),primary,Caucasian,SRX5437537,Illumina HiSeq 2000,cell line,WGS-CALU6_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CALU6_LUNG,cell culture,female,SRP186687,lung
SRR8652084,NA,WGS,GCA_000001405.13,202,131336694310,NA,PRJNA523380,SAMN10987779,Human,62484123693,NCI-H2228,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5449816,Illumina HiSeq 2000,cell line,WGS-NCIH2228_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH2228_LUNG,cell culture,female,SRP186687,lung
SRR8670710,69,WGS,GCA_000001405.13,173,129603289385,ATCC:SW 1271,PRJNA523380,SAMN10987907,Human,68086955561,SW 1271,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5466670,Illumina HiSeq 2000,cell line,WGS-SW1271_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SW1271_LUNG,cell culture,male,SRP186687,lung
SRR8670736,38,WGS,GCA_000001405.13,202,135729521448,NIBRI,PRJNA523380,SAMN10987922,Human,72909201941,OCUM-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (diffuse_adenocarcinoma),primary,Asian,SRX5466644,Illumina HiSeq 2000,cell line,WGS-OCUM1_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OCUM1_STOMACH,cell culture,female,SRP186687,stomach
SRR8639139,NA,WGS,GCA_000001405.13,202,109398447748,ECACC:59M,PRJNA523380,SAMN10988041,Human,52269338082,59M,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5437594,Illumina HiSeq 2000,cell line,WGS-59M_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,59M_OVARY,cell culture,female,SRP186687,ovary
SRR8652039,59,WGS,GCA_000001405.13,202,112492426400,ATCC:NCI-H1876,PRJNA523380,SAMN10988001,Human,57872436774,NCI-H1876,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449861,Illumina HiSeq 2000,cell line,WGS-NCIH1876_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1876_LUNG,cell culture,male,SRP186687,lung
SRR8652095,51,WGS,GCA_000001405.13,202,138532454460,DSMZ:KYSE-410,PRJNA523380,SAMN10987801,Human,75265605204,KYSE-410,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5449805,Illumina HiSeq 2000,cell line,WGS-KYSE410_OESOPHAGUS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KYSE410_OESOPHAGUS,cell culture,male,SRP186687,oesophagus
SRR8652103,44,WGS,GCA_000001405.13,202,103563352730,ATCC:MDA-MB-157,PRJNA523380,SAMN10988196,Human,47863463708,MDA-MB-157,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (ductal_carcinoma\, medullary)",metastasis,African_american,SRX5449797,Illumina HiSeq 2000,cell line,WGS-MDAMB157_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MDAMB157_BREAST,cell culture,female,SRP186687,breast
SRR8652141,35,WGS,GCA_000001405.13,202,115234030798,ATCC:NCI-H1435,PRJNA523380,SAMN10988518,Human,58027896849,NCI-H1435,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Caucasian,SRX5449759,Illumina HiSeq 2000,cell line,WGS-NCIH1435_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1435_LUNG,cell culture,female,SRP186687,lung
SRR8670754,NA,WGS,GCA_000001405.13,202,135573677236,RIKEN:SH-10-TC,PRJNA523380,SAMN10987814,Human,72859804690,SH-10-TC,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5466626,Illumina HiSeq 2000,cell line,WGS-SH10TC_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SH10TC_STOMACH,cell culture,NA,SRP186687,stomach
SRR8670669,53,WGS,GCA_000001405.13,202,117381684900,NA,PRJNA523380,SAMN10987793,Human,60335385048,SW 900,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5466711,Illumina HiSeq 2000,cell line,WGS-SW900_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SW900_LUNG,cell culture,male,SRP186687,lung
SRR8670685,54,WGS,GCA_000001405.13,179,186161214663,ATCC:SHP-77,PRJNA523380,SAMN10988529,Human,101638580900,SHP-77,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5466695,Illumina HiSeq 2000,cell line,WGS-SHP77_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SHP77_LUNG,cell culture,male,SRP186687,lung
SRR8670732,64,WGS,GCA_000001405.13,202,108685985062,GNF,PRJNA523380,SAMN10988386,Human,48948405087,PA-TU-8988T,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,Caucasian,SRX5466648,Illumina HiSeq 2000,cell line,WGS-PATU8988T_PANCREAS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PATU8988T_PANCREAS,cell culture,female,SRP186687,pancreas
SRR8639134,63,WGS,GCA_000001405.13,202,106462896888,ATCC:769-P,PRJNA523380,SAMN10988198,Human,54196746080,769-P,BROAD INSTITUTE,public,"sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_renal_cell_carcinoma),primary,Caucasian,SRX5437599,Illumina HiSeq 2000,cell line,WGS-769P_KIDNEY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,769P_KIDNEY,cell culture,female,SRP186687,kidney
SRR8652082,57,WGS,GCA_000001405.13,202,125185045900,NA,PRJNA523380,SAMN10987985,Human,64074068073,NCI-H2286,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5449818,Illumina HiSeq 2000,cell line,WGS-NCIH2286_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH2286_LUNG,cell culture,female,SRP186687,lung
SRR8652085,54,WGS,GCA_000001405.13,202,119330762700,ATCC:NCI-H2227,PRJNA523380,SAMN10987609,Human,61491741837,NCI-H2227,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5449815,Illumina HiSeq 2000,cell line,WGS-NCIH2227_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH2227_LUNG,cell culture,male,SRP186687,lung
SRR8652104,47,WGS,GCA_000001405.13,202,110426910346,NA,PRJNA523380,SAMN10988465,Human,51377100738,MDA-MB-134-VI,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,Caucasian,SRX5449796,Illumina HiSeq 2000,cell line,WGS-MDAMB134VI_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MDAMB134VI_BREAST,cell culture,female,SRP186687,breast
SRR8670716,43,WGS,GCA_000001405.13,202,105705277506,NIBRI,PRJNA523380,SAMN10987650,Human,49794124946,SNU-C2A,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5466664,Illumina HiSeq 2000,cell line,WGS-SNUC2A_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNUC2A_LARGE_INTESTINE,cell culture,female,SRP186687,large_intestine
SRR8670737,72,WGS,GCA_000001405.13,202,130729461302,HPACC,PRJNA523380,SAMN10988362,Human,64098858242,OE19,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5466643,Illumina HiSeq 2000,cell line,WGS-OE19_OESOPHAGUS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OE19_OESOPHAGUS,cell culture,male,SRP186687,oesophagus
SRR8639150,69,WGS,GCA_000001405.13,202,118973776786,RIKEN:EBC-1,PRJNA523380,SAMN10987674,Human,62272919961,EBC-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5437583,Illumina HiSeq 2000,cell line,WGS-EBC1_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EBC1_LUNG,cell culture,male,SRP186687,lung
SRR8639189,40,WGS,GCA_000001405.13,202,107888511080,ATCC:Capan-1,PRJNA523380,SAMN10987884,Human,53382108442,Capan-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,Caucasian,SRX5437544,Illumina HiSeq 2000,cell line,WGS-CAPAN1_PANCREAS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CAPAN1_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8652045,61,WGS,GCA_000001405.13,202,137860102510,ATCC:NCI-H1694,PRJNA523380,SAMN10987598,Human,72812654346,NCI-H1694,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449855,Illumina HiSeq 2000,cell line,WGS-NCIH1694_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1694_LUNG,cell culture,male,SRP186687,lung
SRR8652088,NA,WGS,GCA_000001405.13,202,125896214574,NA,PRJNA523380,SAMN10988373,Human,63284935965,NCI-H2170,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5449812,Illumina HiSeq 2000,cell line,WGS-NCIH2170_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH2170_LUNG,cell culture,male,SRP186687,lung
